"indice","num_tema_cadastrado","sugerido_1","sugerido_2","sugerido_3","sugerido_4","sugerido_5","sugerido_6","similaridade_1","similaridade_2","similaridade_3","similaridade_4","similaridade_5","similaridade_6","posicao_tema_real"
3580,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3581,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3582,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3583,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3584,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3585,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3586,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3587,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3588,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3589,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3590,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3591,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3592,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3593,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3594,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3595,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3596,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3597,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3598,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3599,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3600,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3601,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3602,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3603,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3604,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3605,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3606,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3607,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3608,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3609,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3610,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3611,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3612,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3613,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3614,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3615,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3616,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3617,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3618,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3619,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3620,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3621,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3622,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3623,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3624,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3625,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3626,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3627,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3628,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3629,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3630,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3631,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3632,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3633,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3634,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3635,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3636,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3637,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3638,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3639,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3640,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3641,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3642,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3643,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3644,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3645,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3646,1081,1081,1005,0,0,0,0,59,41,0,0,0,0,1
3647,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3648,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3649,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3650,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3651,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3652,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3653,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3654,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3655,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3656,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3657,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3658,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3659,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3660,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3661,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3662,1081,1140,1081,0,0,0,0,53,47,0,0,0,0,2
3663,1081,1081,1182,1033,1140,0,0,61,13,13,13,0,0,1
3664,1081,1018,1081,1140,1057,0,0,32,27,27,14,0,0,2
3665,1081,1140,1018,1081,1057,0,0,37,27,23,13,0,0,3
3666,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3667,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3668,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3669,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3670,1081,1081,1182,1033,1140,0,0,61,13,13,13,0,0,1
3671,1081,1033,1005,1109,0,0,0,69,18,13,0,0,0,0
3672,1081,1140,1018,1109,0,0,0,69,18,13,0,0,0,0
3673,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3674,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3675,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3676,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3677,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3678,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3679,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3680,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3681,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3682,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3683,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3684,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3685,1081,1057,1081,1140,1005,0,0,46,28,13,13,0,0,2
3686,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3687,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3688,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3689,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3690,1081,1081,1140,1080,0,0,0,74,13,13,0,0,0,1
3691,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3692,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3693,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3694,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3695,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3696,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3697,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3698,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3699,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3700,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3701,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3702,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3703,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3704,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3705,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3706,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3707,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3708,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3709,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3710,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3711,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3712,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3713,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3714,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3715,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3716,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3717,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3718,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3719,1081,1057,1140,1005,1081,1018,0,47,14,14,14,11,0,4
3720,1081,1083,694,534,555,0,0,35,29,31,5,0,0,0
3721,1081,1083,534,694,1081,0,0,35,29,29,7,0,0,4
3722,1081,1083,534,694,1081,0,0,35,29,29,7,0,0,4
3723,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3724,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3725,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3726,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3727,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3728,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3729,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3730,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3731,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3732,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3733,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3734,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3735,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3736,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3737,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3738,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3739,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3740,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3741,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3742,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3743,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3744,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3745,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3746,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3747,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3748,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3749,1081,1081,1115,979,0,0,0,60,27,13,0,0,0,1
3750,1081,1081,1182,1033,1140,0,0,61,13,13,13,0,0,1
3751,1081,1057,1081,0,0,0,0,71,29,0,0,0,0,2
3752,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3753,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3754,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3755,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3756,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3757,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3758,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3759,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3760,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3761,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3762,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3763,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3764,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3765,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3766,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3767,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3768,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3769,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3770,1081,1081,1182,1033,1140,0,0,61,13,13,13,0,0,1
3771,1081,1057,1081,1140,1005,0,0,46,26,14,14,0,0,2
3772,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3773,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3774,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3775,1081,1178,1076,0,0,0,0,54,46,0,0,0,0,0
3776,1081,1081,1182,1033,1140,0,0,61,13,13,13,0,0,1
3777,1081,1057,1081,1140,1005,0,0,42,30,14,14,0,0,2
3778,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3779,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3780,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3781,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3782,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3783,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3784,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3785,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3786,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3787,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3788,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3789,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3790,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3791,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3792,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3793,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3794,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3795,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3796,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3797,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3798,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3799,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3800,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3801,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3802,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3803,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3804,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3805,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3806,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3807,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3808,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3809,1081,1140,1169,1178,1076,1182,0,28,28,17,14,13,0,0
3810,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3811,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3812,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3813,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3814,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3815,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3816,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3817,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3818,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3819,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3820,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3821,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3822,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3823,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3824,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3825,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3826,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3827,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3828,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3829,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3830,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3831,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3832,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3833,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3834,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3835,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3836,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3837,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3838,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3839,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3840,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3841,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3842,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3843,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3844,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3845,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3846,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3847,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3848,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3849,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3850,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3851,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3852,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3853,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3854,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3855,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3856,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3857,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3858,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3859,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3860,1081,694,1083,534,0,0,0,34,34,32,0,0,0,0
3861,1081,1140,1081,0,0,0,0,64,36,0,0,0,0,2
3862,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3863,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3864,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3865,1081,1081,1080,732,0,0,0,56,28,16,0,0,0,1
3866,1081,1081,1083,694,534,1076,1124,35,22,11,11,11,10,1
3867,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3868,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3869,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3870,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3871,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3872,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3873,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3874,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3875,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3876,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3877,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3878,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3879,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3880,1081,534,1090,1083,694,0,0,30,26,22,22,0,0,0
3881,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3882,1081,1140,1115,1007,0,0,0,53,32,15,0,0,0,0
3883,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3884,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3885,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3886,1081,694,1083,534,555,1081,0,30,30,32,4,4,0,5
3887,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3888,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3889,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3890,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3891,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3892,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3893,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3894,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3895,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3896,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3897,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3898,1081,1140,1081,1124,0,0,0,57,32,11,0,0,0,2
3899,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3900,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3901,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3902,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3903,1081,1083,534,694,1081,0,0,26,26,26,22,0,0,4
3904,1081,1083,534,694,1031,0,0,31,31,31,7,0,0,0
3905,1081,1081,1083,694,534,555,1090,28,24,16,16,8,8,1
3906,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3907,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3908,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3909,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3910,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3911,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3912,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3913,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3914,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3915,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3916,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3917,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3918,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3919,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3920,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3921,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3922,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3923,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3924,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3925,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3926,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3927,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3928,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3929,1081,1083,534,694,1081,0,0,26,26,26,22,0,0,4
3930,1081,1090,1083,694,534,0,0,46,18,18,18,0,0,0
3931,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3932,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3933,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3934,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3935,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3936,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3937,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3938,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3939,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3940,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3941,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3942,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3943,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3944,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3945,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3946,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3947,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3948,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3949,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3950,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3951,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3952,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3953,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3954,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3955,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3956,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3957,1081,1081,1005,1076,0,0,0,48,39,13,0,0,0,1
3958,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3959,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3960,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3961,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3962,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3963,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3964,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3965,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3966,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3967,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3968,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3969,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3970,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3971,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3972,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3973,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3974,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3975,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3976,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3977,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3978,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3979,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3980,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3981,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3982,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3983,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3984,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3985,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3986,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3987,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3988,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3989,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3990,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3991,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3992,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3993,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3994,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3995,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3996,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
3997,1081,1081,0,0,0,0,0,100,0,0,0,0,0,1
