sequencialPrecedente;tipoPrecedente;numeroPrecedente;dataPrimeiraAfetacao;dataJulgamento;dataPublicacaoAcordao;situacao;informacoesComplementares;questaoSubmetidaAJulgamento;teseFirmada;anotacoesNUGEPNAC;delimitacaoJulgado;entendimentoAnterior;referenciaLegislativa;referenciaSumular;sumulaOriginada;audienciaPublica;dataAudienciaPublica;orgaoJulgador;Assuntos;numeroRepercussaoGeralSTF;descricaoRepercussaoGeral
"845";"Tema";"589";"2012-11-13";"2013-08-14";"2013-08-23";"Trânsito em Julgado";"";"Discute-se a possibilidade de suspensão, nos termos da legislação vigente, do andamento de inúmeros processos até o julgamento em ação coletiva da tese jurídica de fundo neles indicada.";"Ajuizada ação coletiva atinente a macro-lide geradora de processos multitudinários, suspendem-se as ações individuais, no aguardo do julgamento da ação coletiva.";"Processos destacados de origem pelo relator.Controvérsia: Piso salarial profissional nacional para os profissionais do magistério público da educação básica. Implantação. Ação individual. Ajuizamento concomitante com Ação Civil Pública proposta pelo MP/RS. Suspensão do processo singular concernente à ação individual no aguardo do julgamento da demanda coletiva.";"";"";"";"";"";"N";"";"S1 ";"8939-  Suspensão do Processo, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO";"675";"Suspensão de ação individual em razão da existência de ação coletiva."
"846";"Tema";"590";"2012-11-16";"2013-05-22";"2013-05-31";"Trânsito em Julgado";"";"EXECUÇÃO FISCAL. RESPOSTA DAS INSTITUIÇÕES FINANCEIRAS AO OFÍCIO DE REQUISIÇÃO DE INFORMAÇÃO DE ATIVOS FINANCEIROS VIA BACEN-JUD. DOCUMENTOS SIGILOSOS. DISCUSSÃO A RESPEITO DA NECESSIDADE DE ARQUIVAMENTO EM ""PASTA PRÓPRIA"" FORA DOS AUTOS OU DECRETAÇÃO DE SEGREDO DE JUSTIÇA. ART. 155, I, DO CPC.";"As informações sigilosas das partes devem ser juntadas aos autos do processo que correrá em segredo de justiça, não sendo admitido o arquivamento em apartado.";"RRC de Origem (art. 543-C, § 1º, do CPC/73). Não se admite o arquivamento em separado (""pasta própria"") das informações sigilosas das partes; estas deverão ser juntadas aos autos do processo, que passará a correr em segredo de justiça.";"";"";"";"";"";"N";"";"S1 ";"8893- Atos Processuais, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO";"";""
"847";"Tema";"591";"2012-11-16";"2013-06-12";"2013-06-21";"Trânsito em Julgado";"";"GRATIFICAÇÃO DE ATIVIDADE EXECUTIVA - GAE. PERCEPÇÃO PELOS ADVOGADOS DA UNIÃO. MP N. 2.048-26/2000.";"Não prospera a tese dos autores de que a supressão da GAE pelo art. 59 da MP 2.048-26/0000 diz respeito apenas aos cargos referidos no art. 1º desta medida provisória (artigo este que não cita o cargo de Advogado da União). Isso porque o art. 41 da MP 2.048-26/0000, que menciona o cargo de Advogado da União, deve ser interpretado sistemática e teleologicamente com o art. 59 do mesmo diploma legal.";"Processo destacado de ofício pelo relator.Não há direito de percepção da Gratificação de Atividade Executiva - GAE pelos Advogados da União entre o período de vigência da Medida Provisória n. 2.048-26, de 29.6.2000, e da Medida Provisória n. 2.229-43, de 6.9.2001.";"";"";"";"";"";"N";"";"S1 ";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"";""
"848";"Tema";"592";"2015-10-15";"2017-06-14";"2017-06-21";"Trânsito em Julgado";"";"Discute-se a legitimidade da União para as ações relativas ao pagamento do piso salarial nacional para os profissionais do magistério público da educação básica, nos termos da Lei 11.738/2008.";"Os dispositivos do art. 4º, caput, e §§ 1º e 2º, da Lei n. 11.738/2008 não amparam a tese de que a União é parte legítima, perante terceiros particulares, em demandas que visam à sua responsabilização pela implementação do piso nacional do magistério, afigurando-se correta a decisão que a exclui da lide e declara a incompetência da Justiça Federal  para processar e julgar o feito ou, em sendo a única parte na lide, que decreta a extinção da demanda sem resolução do mérito.";"RRC de Origem (art. 543-C, § 1º, do CPC/73).";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8842- Partes e Procuradores, 10312- Piso Salarial";"";""
"849";"Tema";"593";"2012-09-11";"2012-09-26";"2012-12-04";"Trânsito em Julgado";"";"PENAL E PROCESSO PENAL. RECURSO ESPECIAL. OFENSA AO ART. 184, § 2°, DO CP. MERCANCIA DE CD'S E DVD'S ""PIRATAS"". ATIPICIDADE DA CONDUTA EM FACE DO PRINCÍPIO DA ADEQUAÇÃO SOCIAL.";"Considera-se ""típica, formal e materialmente, a conduta prevista no artigo 184, § 2º, do Código Penal, afastando, assim, a aplicação do princípio da adequação social, de quem expõe à venda CD's E DVD's 'piratas'.""";"RRC de Origem (art. 543-C, § 1º, do CPC/73).";"";"";"";"";"502";"N";"";"S3 ";"10612- Tipicidade, 3443- Violação de direito autoral, 287- DIREITO PENAL";"";""
"850";"Tema";"594";"2012-11-22";"2013-06-26";"2013-08-02";"Trânsito em Julgado";"";"Discute-se a possibilidade de recolhimento do PIS e da COFINS, utilizando como base de cálculo somente a diferença entre o valor de alienação dos veículos novos que transaciona e o respectivo custo repassado para a montadora que os fornece (""margem de lucro""), e não sobre o preço de venda fixado pela pessoa jurídica fabricante (montadora).";"As empresas concessionárias de veículos, em relação aos veículos novos, devem recolher PIS e COFINS na forma dos arts.. 2º e 3º, da Lei n. 9.718/98, ou seja, sobre a receita bruta/faturamento (compreendendo o valor da venda do veículo ao consumidor) e não sobre a diferença entre o valor de aquisição do veículo junto à fabricante concedente e o valor da venda ao consumidor (margem de lucro).";"RRC de Origem (art. 543-C, § 1º, do CPC/73). Controvérsia: Conceito de faturamento/receita bruta para concessionária de veículos. Preço de venda ao consumidor ou a diferença entre aquele e o valor fixado pela montadora/importadora (margem de lucro).";"";"";"";"";"";"N";"";"S1 ";"6039- PIS, 6035- Cofins, 14- DIREITO TRIBUTÁRIO";"";""
"851";"Tema";"595";"2012-11-22";"2013-08-14";"2013-08-21";"Trânsito em Julgado";"";"PIS/PASEP E COFINS. ART. 3º, §1º, DA LEI N. 9.718/98. DISCUSSÃO A RESPEITO DO CONCEITO DE FATURAMENTO/RECEITA BRUTA PARA AS PESSOAS JURÍDICAS TRIBUTADAS PELO IMPOSTO DE RENDA COM BASE NO LUCRO PRESUMIDO OU ARBITRADO. ART. 8º, II, DA LEI N. 10.637/2002 (PIS) E ART. 10, II, DA LEI N. 10.833/2003 (COFINS).";"Reconhecido o direito à repetição de indébito com base na inconstitucionalidade do art. 3º, § 1º, da Lei n. 9.718/98, deve ser reconhecido o mesmo direito após a vigência das Leis n. 10.637/2002 e 10.833/2003 para as pessoas jurídicas tributadas pelo imposto de renda com base no lucro presumido ou arbitrado, diante da aplicação do art. 8º, II, da Lei n. 10.637/2002 e do art. 10, II, da Lei n. 10.833/2003, que excluem tais pessoas jurídicas da cobrança não-cumulativa do PIS e da COFINS.";"RRC de Origem (art. 543-C, § 1º, do CPC/73). Controvérsia: Conceito de faturamento/receita bruta para as pessoas jurídicas tributadas pelo imposto de renda com base no lucro presumido ou arbitrado. Art. 8º, II, da lei n. 10.637/2002 (PIS) e art. 10, II, da lei n. 10.833/2003 (COFINS).";"";"";"";"";"";"N";"";"S1 ";"6039- PIS, 6035- Cofins, 5933- IRPJ/Imposto de Renda de Pessoa Jurídica, 5938- Incidência sobre Lucro, 14- DIREITO TRIBUTÁRIO";"";""
"852";"Tema";"596";"2012-11-14";"2013-03-13";"2013-05-20";"Trânsito em Julgado";"";"Posse ilegal de arma de fogo de uso permitido com numeração raspada, suprimida ou adulterada (art. 16, parágrafo único, IV, da Lei n. 10.826/2003). Abolitio criminis temporária. Prorrogações. Termo final.";"É típica a conduta de possuir arma de fogo de uso permitido com numeração, marca ou qualquer outro sinal de identificação raspado, suprimido ou adulterado, praticada após 23/10/2005, pois, em relação a esse delito, a abolitio criminis temporária cessou nessa data, termo final da prorrogação dos prazos previstos na redação original dos arts. 30 e 32 da Lei n. 10.826/2003.";"Processo destacado de ofício pelo relator.";"";"";"";"";"513";"N";"";"S3 ";"10614- Abolitio Criminis, 10612- Tipicidade, 287- DIREITO PENAL";"650";"Extinção da punibilidade do delito de posse irregular de arma de fogo de uso permitido, pela aplicabilidade retroativa de lei que concedeu novo prazo para registro de armas ainda não registradas."
"853";"Tema";"597";"";"";"";"Cancelado";"";"Questiona se incide o prazo de decadência do art. 103 da Lei 8.213/1991, instituído pela Medida Provisória 1.523-9/1997, convertida na Lei 9.528/1997, no direito de revisão dos benefícios concedidos ou indeferidos anteriormente a esse preceito normativo, com termo a quo a contar da sua vigência (28.6.1997).";"";"Tema cancelado por tratar de questão idêntica à tratada no TEMA 544.";"";"";"";"";"";"N";"";"S1 ";"6162- Decadência/Prescrição, 6138- Reajustes e Revisões Específicos, 195- DIREITO PREVIDENCIÁRIO";"";""
"854";"Tema";"598";"2012-10-25";"2013-06-12";"2013-06-28";"Trânsito em Julgado";"";"Questão referente à possibilidade de inscrição em dívida ativa de benefício previdenciário indevidamente recebido, qualificado como enriquecimento ilícito.";"À mingua de lei expressa, a inscrição em dívida ativa não é a forma de cobrança adequada para os valores indevidamente recebidos a título de benefício previdenciário previstos no art. 115, II, da Lei n. 8.213/91 que devem submeter-se a ação de cobrança por enriquecimento ilícito para apuração da responsabilidade civil.";"Processo destacado de ofício pelo relator.Não é possível a inscrição em dívida ativa de valor correspondente a benefício previdenciário indevidamente recebido e não devolvido ao INSS.";"";"";"";"";"";"N";"";"S1 ";"6017- Dívida Ativa (Execução Fiscal), 10431- Responsabilidade Civil, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO";"";""
"855";"Tema";"599";"2012-10-29";"2013-05-08";"2013-05-14";"Trânsito em Julgado";"";"Discute-se a possibilidade das Universidades fixarem regras específicas para o recebimento e processamento dos pedidos de revalidação de Diploma obtido em Universidade estrangeira.";"O art. 53, inciso V, da Lei 9394/96 permite à universidade fixar normas específicas a fim de disciplinar o referido processo de revalidação de diplomas de graduação expedidos por estabelecimentos estrangeiros de ensino superior, não havendo qualquer ilegalidade na determinação do processo seletivo para a revalidação do diploma, porquanto decorre da necessidade de adequação dos procedimentos da instituição de ensino para o cumprimento da norma, uma vez que de outro modo não teria a universidade condições para verificar a capacidade técnica do profissional e sua formação, sem prejuízo da responsabilidade social que envolve o ato.";"RRC de Origem (art. 543-C, § 1º, do CPC/73).É legal a exigência feita por universidade, com base em resolução por ela editada, de prévia aprovação em processo seletivo como condição para apreciar pedido de revalidação de diploma obtido em instituição de ensino estrangeira.";"";"";"";"";"";"N";"";"S1 ";"10029- Ensino Superior, 10045- Diplomas/Certificado de Conclusão do Curso, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"";""
"856";"Tema";"600";"2012-11-14";"2013-03-13";"2013-04-26";"Revisado";"A Terceira Seção, na sessão de 23/11/2016, acolheu o cancelamento do enunciado 512 da Súmula deste Superior Tribunal de Justiça.";"A Terceira Seção, na sessão de 26/10/2016, decidiu afetar o julgamento de questão de ordem a fim de propor a revisão da tese firmada no REsp 1.329.088/RS, da relatoria do Ministro Sebastião Reis (art. 927, § 4º, do CPC e art. 256-S do RISTJ (Emenda Regimental nº 24, de 28 de setembro de 2016), acerca da:Natureza hedionda ou não do tráfico privilegiado de drogas.";"O tráfico ilícito de drogas na sua forma privilegiada (art. 33, § 4º, da Lei n. 11.343/2006) não é crime equiparado a hediondo.";"RRC de Origem (art. 543-C, § 1º, do CPC/73).A Terceira Seção, na sessão de 26/10/2016, determinou: ""com base no artigo 1.037, II, do Código de Processo Civil, a suspensão do processamento de todos os processos pendentes que versem sobre a questão e tramitem no território nacional"".";"";"Tese firmada pela Terceira Seção no julgamento do REsp 1.329.088/RS, acórdão publicado no DJe de 26/04/2013: ""A aplicação da causa de diminuição de pena prevista no art. 33, § 4º, da Lei n. 11.343/2006 não afasta a hediondez do crime de tráfico de drogas, uma vez que a sua incidência não decorre do reconhecimento de uma menor gravidade da conduta praticada e tampouco da existência de uma figura privilegiada do crime"".";"";"";"";"N";"";"S3 ";"3608- Tráfico de Drogas e Condutas Afins, 10864- Crimes Hediondos, 10621- Aplicação da Pena, 287- DIREITO PENAL";"";""
"857";"Tema";"601";"2012-12-10";"2013-06-12";"2013-06-28";"Trânsito em Julgado";"";"Questão referente à validade da intimação da Fazenda Nacional, feita por meio de carta, em razão de sua sede possuir localização em cidade distinta da Comarca em que tramita a Execução Fiscal (inteligência do art. 25 da Lei 6.830/1980, do art. 38 da LC 73/1993 e do art. 20 da Lei 11.033/2004).";"É válida a intimação do representante da Fazenda Nacional por carta com aviso de recebimento (art. 237, II, do CPC) quando o respectivo órgão não possui sede na Comarca de tramitação do feito.";"RRC de Origem (art. 543-C, § 1º, do CPC/73).";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8919- Nulidade";"";""
"858";"Tema";"602";"2012-12-10";"2013-06-12";"2013-10-07";"Trânsito em Julgado";"";"Discute-se a constatação de interesse processual e da ocorrência da prescrição do fundo de direito da pretensão de incidência dos reajustes da Lei Estadual 10.395/1995 sobre o percentual de 20% da Parcela Autônoma do Magistério (PAM) do Rio Grande do Sul.";"A incorporação da PAM aos vencimentos dos servidores continua a gerar efeitos financeiros de trato sucessivo, de forma que a revisão daquela parcela repercute continuamente na esfera jurídico-patrimonial do servidor. Incide no caso a regra geral da Súmula 85/STJ, segundo a qual 'nas relações jurídicas de trato sucessivo em que a Fazenda Pública figure como devedora, quando não tiver sido negado o próprio direito reclamado, a prescrição atinge apenas as prestações vencidas antes do quinquênio anterior à propositura da ação.'";"Processo destacado de ofício pelo relator.A prescrição da pretensão de cobrança dos reajustes da Parcela Autônoma do Magistério (PAM), incidentes sobre os vencimentos dos professores públicos do Estado do Rio Grande do Sul, previstos na Lei Estadual 10.395/1995, não atinge o fundo de direito, mas apenas as prestações vencidas antes do quinquênio anterior à propositura da ação.";"";"";"";"";"";"N";"";"S1 ";"5632- Prescrição e Decadência, 10219- Servidor Público Civil, 10288- Sistema Remuneratório e Benefícios, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"";""
"859";"Tema";"603";"2012-12-10";"2013-06-12";"2013-06-28";"Trânsito em Julgado";"";"Discute-se a possibilidade de promoção de anistiado político (art. 6º da Lei 10.559/2002) para carreira militar diversa da que ele integra.";"O militar anistiado tem direito a todas as promoções a que faria jus se na ativa estivesse, considerando-se a situação dos paradigmas (§ 4º do art. 6º da Lei 10.529/2002). A possibilidade de promoção, contudo, é restrita ao quadro de carreira a que o militar pertencia à época da concessão da anistia política.";"Processos destacados de ofício pelo relator.Não é possível a promoção de anistiado político (art. 6º da Lei 10.559/2002) para carreira militar diversa da que ele integra.";"";"";"";"";"";"N";"";"S1 ";"10325- Regime, 10334- Promoção, 10330- Anistia Política, 10324- Militar, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"";""
"860";"Tema";"604";"2012-12-11";"2013-06-12";"2013-06-21";"Trânsito em Julgado";"";"Discussão a respeito da possibilidade de documento de confissão de dívida tributária poder constituir o crédito tributário mesmo após o prazo decadencial previsto no art. 173, I, do CTN.";"A decadência, consoante a letra do art. 156, V, do CTN, é forma de extinção do crédito tributário. Sendo assim, uma vez extinto o direito, não pode ser reavivado por qualquer sistemática de lançamento ou auto-lançamento, seja ela via documento de confissão de dívida, declaração de débitos, parcelamento ou de outra espécie qualquer (DCTF, GIA, DCOMP, GFIP, etc.).";"RRC de Origem (art. 543-C, § 1º, do CPC/73). Não é possível a constituição de crédito tributário com base em documento de confissão de dívida tributária apresentado, para fins de parcelamento, após o prazo decadencial previsto no art. 173, I, do CTN.";"";"";"";"";"";"N";"";"S1 ";"5986- Crédito Tributário, 5990- Extinção do Crédito Tributário, 5993- Decadência, 14- DIREITO TRIBUTÁRIO";"";""
"861";"Tema";"605";"";"";"";"Cancelado";"";"Ausência de intimação pessoal do representante da União. Nulidade. Preclusão.";"";"Processo destacado de origem pelo relator. Em cumprimento ao decidido pela Comissão Gestora de Precedentes, designada pelo art. 40, V, do RISTJ, na reunião do dia 4/4/2017, foi alterada a situação do tema para CANCELADO, sem prejuízo de envio pelos tribunais de origem de recursos representativos da controvérsia, a fim de possibilitar uma nova afetação ao rito dos recursos repetitivos.";"";"";"";"";"";"N";"";"CE ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8919- Nulidade";"";""
"862";"Tema";"606";"2013-02-01";"2013-09-11";"2013-09-24";"Trânsito em Julgado";"";"Questão referente à possibilidade do o ajuizamento de ação de cobrança referente ao seguro obrigatório DPVAT no foro de domicílio da ré, não podendo o Juízo declinar de ofício da competência para o julgamento da ação.";"Em ação de cobrança objetivando indenização decorrente de Seguro Obrigatório de Danos Pessoais Causados por Veículos Automotores de Vias Terrestres - DPVAT, constitui faculdade do autor escolher entre os seguintes foros para ajuizamento da ação: o do local do acidente ou o do seu domicílio (parágrafo único do art. 100 do Código de Processo Civil); bem como, ainda, o do domicílio do réu (art. 94 do mesmo Diploma).";"RRC de Origem (art. 543-C, § 1º, do CPC/73).";"";"";"";"";"540";"N";"";"S2 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9597- Seguro, 8829- Competência";"";""
"863";"Tema";"607";"2013-02-01";"2013-09-11";"2013-09-24";"Cancelado";"";"Questão referente à possibilidade do o ajuizamento de ação de cobrança referente ao seguro obrigatório DPVAT no foro de domicílio da ré, não podendo o Juízo declinar de ofício da competência para o julgamento da ação.";"";"Processo destacado de ofício pelo relator.Tese prejudicada em razão do entendimento adotado no TEMA 606.";"";"";"";"";"";"N";"";"S2 ";"8829- Competência, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9597- Seguro";"";""
"864";"Tema";"608";"2013-02-15";"2013-10-09";"2014-04-15";"Trânsito em Julgado";"Súmula Vinculante 47/STF: ""Os honorários advocatícios incluídos na condenação ou destacados do montante principal devido ao credor consubstanciam verba de natureza alimentar cuja satisfação ocorrerá com a expedição de precatório ou requisição de pequeno valor, observada ordem especial restrita aos créditos dessa natureza"".";"Cinge-se a discussão em definir se o valor da execução pode ser fracionado, a ponto de permitir o pagamento dos honorários advocatícios por meio de RPV e o crédito principal por meio de precatórios judicial.";"Não há impedimento constitucional, ou mesmo legal, para que os honorários advocatícios, quando não excederem ao valor limite, possam ser executados mediante RPV, ainda que o crédito dito 'principal' observe o regime dos precatórios.";"RRC de Origem (art. 543-C, § 1º, do CPC/73). Considerações do Ministro: ""No RE 564.132/RS, o Estado do Rio Grande do Sul insurge-se contra decisão do Tribunal de Justiça local que assegurou ao advogado do exequente o direito de requisitar os honorários de sucumbência por meio de requisição de pequeno valor, enquanto o crédito dito 'principal' seguiu a sistemática dos precatórios. Esse recurso foi submetido ao rito da repercussão geral, considerando a existência de interpretações divergentes dadas ao art. 100, § 8º, da CF. Em 3.12.2008, iniciou-se o julgamento do apelo, tendo o relator, Ministro Eros Grau, negado provimento ao recurso, acompanhado pelos votos dos Ministros Menezes Direito, Cármen Lúcia, Ricardo Lewandowski e Carlos Ayres Brito. O Ministro Cezar Peluso abriu a divergência ao dar provimento ao recurso. Pediu vista a Ministra Ellen Gracie. Com a aposentadoria de Sua Excelência, os autos foram conclusos ao Min. Luiz Fux em 23.4.2012. Há, portanto, uma maioria provisória, admitindo a execução de forma autônoma dos honorários de sucumbência mediante RPV, mesmo quando o valor 'principal' seguir o regime dos precatórios.""";"";"";"Súmula Vinculante 47/STF: ""Os honorários advocatícios incluídos na condenação ou destacados do montante principal devido ao credor consubstanciam verba de natureza alimentar cuja satisfação ocorrerá com a expedição de precatório ou requisição de pequeno valor, observada ordem especial restrita aos créditos dessa natureza"".";"";"";"N";"";"S1 ";"10655- Honorários Advocatícios, 9148- Liquidação / Cumprimento / Execução, 10673- Requisição de Pequeno Valor - RPV, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 10672- Precatório";"18";"Fracionamento de execução contra a Fazenda Pública para pagamento de honorários advocatícios."
"865";"Tema";"609";"2017-11-07";"2018-04-25";"2018-04-30";"Trânsito em Julgado";"Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC) com a ressalva de incidentes, questões e tutelas, que sejam interpostas a título geral de provimentos de urgência nos processos objeto do sobrestamento (acórdão publicado no DJe de 7/11/2017).";"Questiona se o art. 55, § 2º, da Lei 8.213/91, que dispensa o pagamento de contribuições previdenciárias para fins de comprovação do tempo de serviço rural anterior à vigência da Lei 8.213/91, estende-se, ou não, ao caso em que o beneficiário pretende utilizar o tempo de serviço para contagem recíproca no regime estatutário, ou se está restrito ao regime geral de previdência.";"O segurado que tenha provado o desempenho de serviço rurícola em período anterior à vigência da Lei n. 8.213/1991, embora faça jus à expedição de certidão nesse sentido para mera averbação nos seus assentamentos, somente tem direito ao cômputo do aludido tempo rural, no respectivo órgão público empregador, para contagem recíproca no regime estatutário se, com a certidão de tempo de serviço rural, acostar o comprovante de pagamento das respectivas contribuições previdenciárias, na forma da indenização calculada conforme o dispositivo do art. 96, IV, da Lei n. 8.213/1991.";"RRC de Origem (art. 543-C, § 1º, do CPC/73). Vide CONTROVÉRSIA 25/STJREsps n. 1.682.671/SP, 1.682.672/SP, 1.1682.678/SP e 1.682.682/SP - Afetados na sessão do dia 25/10/2017 (Primeira Seção).";"";"";"";"";"";"N";"";"S1 ";"195- DIREITO PREVIDENCIÁRIO, 6184- Averbação/Cômputo de tempo de serviço  rural (empregado/empregador), 6118- Aposentadoria por Tempo de Contribuição (Art. 55/6), 10220- Regime Estatutário";"";""
"866";"Tema";"610";"2013-02-14";"2016-08-10";"2016-09-19";"Trânsito em Julgado";"";"Discussão sobre o prazo prescricional para exercício da pretensão de revisão de cláusula contratual que prevê reajuste de plano de saúde e respectiva repetição dos valores supostamente pagos a maior.";"Na vigência dos contratos de plano ou de seguro de assistência à saúde, a pretensão condenatória decorrente da declaração de nulidade de cláusula de reajuste nele prevista prescreve em 20 anos (art. 177 do CC/1916) ou em 3 anos (art. 206, § 3º, IV, do CC/2002), observada a regra de transição do art. 2.028 do CC/2002.";"RRC de Origem (art. 543-C, § 1º, do CPC/73). RESP 1.360.969/RS e 1.361.182/RS - Relator para acórdão Ministro Marco Aurélio Bellizze.";"";"";"";"";"";"N";"";"S2 ";"5632- Prescrição e Decadência, 7771- Contratos de Consumo, 7770- Interpretação / Revisão de Contrato, 899- DIREITO CIVIL";"";""
"867";"Tema";"611";"2013-02-15";"2013-08-14";"2013-08-30";"Trânsito em Julgado";"";"Cinge-se a discussão em fixar o termo inicial dos juros moratórios incidentes sobre diferenças remuneratórias cobradas em juízo por servidor público. Para o acórdão recorrido, com o advento do art. 1º-F da Lei 9.494/97, redação da Lei 11.960/09, os juros incidem a partir da data em que deveria ter sido adimplida cada parcela, enquanto o recorrente defende que o termo inicial é a data da citação, nos termos dos arts. 219 do CPC, e 405 do CC, disciplina que não sofreu qualquer alteração com o art. 1º-F, que nada dispõe sobre o termo inicial dos juros.";"O art. 1º-F da Lei 9.494/97, com a redação da Lei 11.960/09, não modificou o termo a quo de incidência dos juros moratórios sobre as obrigações ilíquidas devidas pela Administração ao servidor público, aplicando-se, consequentemente, as regras constantes dos arts. 219 do CPC e 405 do Código Civil, os quais estabelecem a citação como marco inicial da referida verba.";"RRC de Origem (art. 543-C, § 1º, do CPC/73). O termo inicial dos juros moratórios incidentes sobre diferenças remuneratórias cobradas em juízo por servidor público é a data da citação, mesmo após a alteração do art. 1º-F da Lei 9.494/97 pela Lei 11.960/2009.";"";"";"";"";"";"N";"";"S1 ";"10946- Correção Monetária de Diferenças Pagas em Atraso, 10219- Servidor Público Civil, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10342- Reajuste de Remuneração, Soldo, Proventos ou Pensão";"";""
"868";"Tema";"612";"2013-02-21";"2013-09-11";"2013-09-30";"Trânsito em Julgado";"";"Questão referente à possibilidade de aplicação do artigo 20 da Lei 10.522/2002, que determina o arquivamento provisório das execuções de pequeno valor, às execuções fiscais propostas pelos Conselhos Regionais de Fiscalização Profissional.";"Da simples leitura do artigo em comento, verifica-se que a determinação nele contida, de arquivamento, sem baixa, das execuções fiscais referentes aos débitos com valores inferiores a R$ 10.000,00 (dez mil reais) destina-se exclusivamente aos débitos inscritos como dívida ativa da União, pela Procuradoria da Fazenda Nacional ou por ela cobrados.";"RRC de Origem (art. 543-C, § 1º, do CPC/73). Não se aplica o art. 20 da Lei 10.552/2002, que determina o arquivamento provisório das execuções de pequeno valor, às execuções fiscais propostas pelos Conselhos Regionais de Fiscalização Profissional.";"";"";"";"";"583";"N";"";"S1 ";"6046- Conselhos Regionais e Afins (Anuidade), 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO";"";""
"869";"Tema";"613";"2013-02-21";"2013-12-11";"2014-03-07";"Trânsito em Julgado";"";"Discute a aferição de prejuízo experimentado pelas empresas do setor sucroalcooleiro, em razão do tabelamento de preços estabelecido pelo Governo Federal por intermédio da Lei 4.870/65.";"I - A União Federal é responsável por prejuízos decorrentes da fixação de preços pelo governo federal para o setor sucroalcooleiro, em desacordo com os critérios previstos nos arts. 9º, 10 e 11 da Lei 4.870/1965, uma vez que teriam sido estabelecidos pelo Instituto do Açúcar e Álcool - IAA, em descompasso do levantamento de custos de produção apurados pela Fundação Getúlio Vargas - FGV. Precedentes.II - Não é admissível a utilização do simples cálculo da diferença entre o preço praticado pelas empresas e os valores estipulados pelo IAA/FGV, como único parâmetro de definição do quantum debeatur.III - O suposto prejuízo sofrido pelas empresas possui natureza jurídica dupla: danos emergentes (dano positivo) e lucros cessantes (dano negativo). Ambos exigem efetiva comprovação, não se admitindo indenização em caráter hipotético, ou presumido, dissociada da realidade efetivamente provada. Precedentes.IV - Quando reconhecido o direito à indenização (an debeatur), o quantum debeatur pode ser discutido em liquidação da sentença por arbitramento, em conformidade com o art. 475-C do CPC, salvo nos casos em que já há sentença transitada em julgado, no processo de conhecimento, em que a forma de apuração do valor devido deve observar o respectivo título executivo.V - Nos casos em que não há sentença transitada em julgado no processo de conhecimento, não comprovada a extensão do dano (quantum debeatur), possível enquadrar-se em liquidação com ""dano zero"", ou ""sem resultado positivo"", ainda que reconhecido o dever da União em indenizar (an debeatur).";"RRC de Origem (art. 543-C, § 1º, do CPC/73). *Redação alterada no julgamento dos embargos de declaração (acórdão publicado no DJe de 02/02/2015)";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9991- Responsabilidade da Administração, 10502- Indenização por Dano Material, 10136- Intervenção no Domínio Econômico, 10138- Controle de Preços";"826";"Verificação da ocorrência de dano e consequente responsabilidade da União pela eventual fixação de preços dos produtos do setor sucroalcooleiro em valores inferiores ao custo de produção."
"870";"Tema";"614";"2013-02-22";"2013-05-22";"2013-05-31";"Trânsito em Julgado";"";"DÉBITOS TRIBUTÁRIOS DA MATRIZ. DISCUSSÃO A RESPEITO DA POSSIBILIDADE DE BLOQUEIO DE DEPÓSITOS DE TITULARIDADE DAS FILIAIS.";"Inexiste óbices à penhora, em face de dívidas tributárias da matriz, de valores depositados em nome das filiais.";"Processo destacado de ofício pelo relator.É possível a penhora, pelo sistema BACEN-Jud, de valores depositados em nome das filiais em execução fiscal para cobrança de dívidas tributárias da matriz.";"";"";"";"";"";"N";"";"S1 ";"9163- Penhora / Depósito/ Avaliação , 9148- Liquidação / Cumprimento / Execução, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO";"";""
